collection,label,id
http://w3id.org/glosis/model/codelists/lithologyValueCode,marl and other mixtures,http://w3id.org/glosis/model/codelists/lithologyValueCode-SO2
http://w3id.org/glosis/model/codelists/lithologyValueCode,metamorphic limestone (marble),http://w3id.org/glosis/model/codelists/lithologyValueCode-MB4
http://w3id.org/glosis/model/codelists/lithologyValueCode,metamorphic rock,http://w3id.org/glosis/model/codelists/lithologyValueCode-M
http://w3id.org/glosis/model/codelists/lithologyValueCode,moraine,http://w3id.org/glosis/model/codelists/lithologyValueCode-UG1
http://w3id.org/glosis/model/codelists/lithologyValueCode,organic,http://w3id.org/glosis/model/codelists/lithologyValueCode-UO
http://w3id.org/glosis/model/codelists/lithologyValueCode,peridotite,http://w3id.org/glosis/model/codelists/lithologyValueCode-IU1
http://w3id.org/glosis/model/codelists/lithologyValueCode,periglacial rock debris,http://w3id.org/glosis/model/codelists/lithologyValueCode-UK1
http://w3id.org/glosis/model/codelists/lithologyValueCode,periglacial solifluction layer,http://w3id.org/glosis/model/codelists/lithologyValueCode-UK2
http://w3id.org/glosis/model/codelists/lithologyValueCode,pyroclastic,http://w3id.org/glosis/model/codelists/lithologyValueCode-IP
http://w3id.org/glosis/model/codelists/lithologyValueCode,pyroxenite,http://w3id.org/glosis/model/codelists/lithologyValueCode-IU2
http://w3id.org/glosis/model/codelists/lithologyValueCode,quartz-diorite,http://w3id.org/glosis/model/codelists/lithologyValueCode-IA3
http://w3id.org/glosis/model/codelists/lithologyValueCode,quartzite,http://w3id.org/glosis/model/codelists/lithologyValueCode-MA1
http://w3id.org/glosis/model/codelists/lithologyValueCode,rainwater-fed moor peat,http://w3id.org/glosis/model/codelists/lithologyValueCode-UO1
http://w3id.org/glosis/model/codelists/lithologyValueCode,redeposited natural material,http://w3id.org/glosis/model/codelists/lithologyValueCode-UA1
http://w3id.org/glosis/model/codelists/lithologyValueCode,rhyolite,http://w3id.org/glosis/model/codelists/lithologyValueCode-IA4
http://w3id.org/glosis/model/codelists/lithologyValueCode,sand,http://w3id.org/glosis/model/codelists/lithologyValueCode-UE2
http://w3id.org/glosis/model/codelists/lithologyValueCode,sand,http://w3id.org/glosis/model/codelists/lithologyValueCode-UL1
http://w3id.org/glosis/model/codelists/lithologyValueCode,sand,http://w3id.org/glosis/model/codelists/lithologyValueCode-UM1
http://w3id.org/glosis/model/codelists/lithologyValueCode,sand,http://w3id.org/glosis/model/codelists/lithologyValueCode-UU3
http://w3id.org/glosis/model/codelists/lithologyValueCode,sand and gravel,http://w3id.org/glosis/model/codelists/lithologyValueCode-UF1
http://w3id.org/glosis/model/codelists/lithologyValueCode,"sandstone, greywacke, arkose",http://w3id.org/glosis/model/codelists/lithologyValueCode-SC2
